DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday,Month,Year,WeekOfYear,Date
7,0.0,0,0,0,0,10,2013,40,2013-10-06
6,3740.0,1,0,0,0,10,2013,40,2013-10-05
5,3195.0,1,0,0,1,10,2013,40,2013-10-04
4,0.0,0,0,1,0,10,2013,40,2013-10-03
3,20167.0,1,0,0,0,10,2013,40,2013-10-02
2,2391.0,1,0,0,0,10,2013,40,2013-10-01
1,2333.0,1,0,0,0,9,2013,40,2013-09-30
7,0.0,0,0,0,0,9,2013,39,2013-09-29
6,2646.0,1,0,0,0,9,2013,39,2013-09-28
5,3495.0,1,1,0,0,9,2013,39,2013-09-27
4,2618.0,1,1,0,0,9,2013,39,2013-09-26
3,2840.0,1,1,0,0,9,2013,39,2013-09-25
2,3203.0,1,1,0,0,9,2013,39,2013-09-24
1,2447.0,1,1,0,0,9,2013,39,2013-09-23
7,0.0,0,0,0,0,9,2013,38,2013-09-22
6,4403.0,1,0,0,0,9,2013,38,2013-09-21
5,2208.0,1,0,0,0,9,2013,38,2013-09-20
4,2532.0,1,0,0,0,9,2013,38,2013-09-19
3,1836.0,1,0,0,0,9,2013,38,2013-09-18
2,11166.0,1,0,0,0,9,2013,38,2013-09-17
1,2727.0,1,0,0,0,9,2013,38,2013-09-16
7,0.0,0,0,0,0,9,2013,37,2013-09-15
6,7669.0,1,0,0,0,9,2013,37,2013-09-14
5,3462.0,1,1,0,0,9,2013,37,2013-09-13
4,3288.0,1,1,0,0,9,2013,37,2013-09-12
3,3599.0,1,1,0,0,9,2013,37,2013-09-11
2,3416.0,1,1,0,0,9,2013,37,2013-09-10
1,3831.0,1,1,0,0,9,2013,37,2013-09-09
7,0.0,0,0,0,0,9,2013,36,2013-09-08
6,3519.0,1,0,0,0,9,2013,36,2013-09-07
5,2695.0,1,0,0,0,9,2013,36,2013-09-06
4,3062.0,1,0,0,0,9,2013,36,2013-09-05
3,1659.0,1,0,0,0,9,2013,36,2013-09-04
2,2878.0,1,0,0,0,9,2013,36,2013-09-03
1,16954.0,1,0,0,0,9,2013,36,2013-09-02
7,0.0,0,0,0,0,9,2013,35,2013-09-01
6,4023.0,1,0,0,0,8,2013,35,2013-08-31
5,5146.0,1,1,0,0,8,2013,35,2013-08-30
4,3972.0,1,1,0,0,8,2013,35,2013-08-29
3,3986.0,1,1,0,0,8,2013,35,2013-08-28
2,2861.0,1,1,0,0,8,2013,35,2013-08-27
1,4315.0,1,1,0,0,8,2013,35,2013-08-26
7,0.0,0,0,0,0,8,2013,34,2013-08-25
6,3065.0,1,0,0,0,8,2013,34,2013-08-24
5,3691.0,1,0,0,0,8,2013,34,2013-08-23
4,2885.0,1,0,0,0,8,2013,34,2013-08-22
3,3095.0,1,0,0,0,8,2013,34,2013-08-21
2,3276.0,1,0,0,0,8,2013,34,2013-08-20
1,5966.0,1,0,0,0,8,2013,34,2013-08-19
7,0.0,0,0,0,0,8,2013,33,2013-08-18
6,3659.0,1,0,0,0,8,2013,33,2013-08-17
5,17649.0,1,1,0,1,8,2013,33,2013-08-16
4,4339.0,1,1,0,1,8,2013,33,2013-08-15
3,4738.0,1,1,0,1,8,2013,33,2013-08-14
2,5018.0,1,1,0,1,8,2013,33,2013-08-13
1,6039.0,1,1,0,1,8,2013,33,2013-08-12
7,0.0,0,0,0,0,8,2013,32,2013-08-11
6,3689.0,1,0,0,0,8,2013,32,2013-08-10
5,4091.0,1,0,0,1,8,2013,32,2013-08-09
4,4401.0,1,0,0,1,8,2013,32,2013-08-08
3,4482.0,1,0,0,1,8,2013,32,2013-08-07
2,4538.0,1,0,0,1,8,2013,32,2013-08-06
1,3517.0,1,0,0,1,8,2013,32,2013-08-05
7,0.0,0,0,0,0,8,2013,31,2013-08-04
6,3122.0,1,0,0,0,8,2013,31,2013-08-03
5,3094.0,1,1,0,1,8,2013,31,2013-08-02
4,2936.0,1,1,0,1,8,2013,31,2013-08-01
3,5236.0,1,1,0,1,7,2013,31,2013-07-31
2,4603.0,1,1,0,1,7,2013,31,2013-07-30
1,4805.0,1,1,0,1,7,2013,31,2013-07-29
7,0.0,0,0,0,0,7,2013,30,2013-07-28
6,3016.0,1,0,0,0,7,2013,30,2013-07-27
5,4201.0,1,0,0,1,7,2013,30,2013-07-26
4,3950.0,1,0,0,1,7,2013,30,2013-07-25
3,4073.0,1,0,0,1,7,2013,30,2013-07-24
2,2194.0,1,0,0,1,7,2013,30,2013-07-23
1,2069.0,1,0,0,1,7,2013,30,2013-07-22
7,0.0,0,0,0,0,7,2013,29,2013-07-21
6,2881.0,1,0,0,0,7,2013,29,2013-07-20
5,3321.0,1,1,0,1,7,2013,29,2013-07-19
4,2874.0,1,1,0,1,7,2013,29,2013-07-18
3,2700.0,1,1,0,1,7,2013,29,2013-07-17
2,4783.0,1,1,0,1,7,2013,29,2013-07-16
1,4109.0,1,1,0,1,7,2013,29,2013-07-15
7,0.0,0,0,0,0,7,2013,28,2013-07-14
6,2880.0,1,0,0,0,7,2013,28,2013-07-13
5,1943.0,1,0,0,1,7,2013,28,2013-07-12
4,2385.0,1,0,0,1,7,2013,28,2013-07-11
3,2045.0,1,0,0,1,7,2013,28,2013-07-10
2,1595.0,1,0,0,1,7,2013,28,2013-07-09
1,2147.0,1,0,0,1,7,2013,28,2013-07-08
7,0.0,0,0,0,0,7,2013,27,2013-07-07
6,2502.0,1,0,0,0,7,2013,27,2013-07-06
5,3785.0,1,1,0,0,7,2013,27,2013-07-05
4,2398.0,1,1,0,0,7,2013,27,2013-07-04
3,3164.0,1,1,0,0,7,2013,27,2013-07-03
2,2856.0,1,1,0,0,7,2013,27,2013-07-02
1,3320.0,1,1,0,0,7,2013,27,2013-07-01
7,0.0,0,0,0,0,6,2013,26,2013-06-30
6,3480.0,1,0,0,0,6,2013,26,2013-06-29
5,3018.0,1,0,0,0,6,2013,26,2013-06-28
4,1963.0,1,0,0,0,6,2013,26,2013-06-27
3,2042.0,1,0,0,0,6,2013,26,2013-06-26
2,2159.0,1,0,0,0,6,2013,26,2013-06-25
1,3778.0,1,0,0,0,6,2013,26,2013-06-24
7,0.0,0,0,0,0,6,2013,25,2013-06-23
6,2946.0,1,0,0,0,6,2013,25,2013-06-22
5,4657.0,1,1,0,0,6,2013,25,2013-06-21
4,2878.0,1,1,0,0,6,2013,25,2013-06-20
3,9687.0,1,1,0,0,6,2013,25,2013-06-19
2,2329.0,1,1,0,0,6,2013,25,2013-06-18
1,3083.0,1,1,0,0,6,2013,25,2013-06-17
7,0.0,0,0,0,0,6,2013,24,2013-06-16
6,8529.0,1,0,0,0,6,2013,24,2013-06-15
5,2741.0,1,0,0,0,6,2013,24,2013-06-14
4,2108.0,1,0,0,0,6,2013,24,2013-06-13
3,1804.0,1,0,0,0,6,2013,24,2013-06-12
2,3032.0,1,0,0,0,6,2013,24,2013-06-11
1,2030.0,1,0,0,0,6,2013,24,2013-06-10
7,0.0,0,0,0,0,6,2013,23,2013-06-09
6,2584.0,1,0,0,0,6,2013,23,2013-06-08
5,3552.0,1,1,0,0,6,2013,23,2013-06-07
4,3270.0,1,1,0,0,6,2013,23,2013-06-06
3,2396.0,1,1,0,0,6,2013,23,2013-06-05
2,2161.0,1,1,0,0,6,2013,23,2013-06-04
1,2818.0,1,1,0,0,6,2013,23,2013-06-03
7,0.0,0,0,0,0,6,2013,22,2013-06-02
6,3209.0,1,0,0,0,6,2013,22,2013-06-01
5,5045.0,1,1,0,0,5,2013,22,2013-05-31
4,0.0,0,1,1,0,5,2013,22,2013-05-30
3,3748.0,1,1,0,0,5,2013,22,2013-05-29
2,2326.0,1,1,0,0,5,2013,22,2013-05-28
1,2462.0,1,1,0,0,5,2013,22,2013-05-27
7,0.0,0,0,0,0,5,2013,21,2013-05-26
6,2728.0,1,0,0,0,5,2013,21,2013-05-25
5,2591.0,1,0,0,0,5,2013,21,2013-05-24
4,1992.0,1,0,0,0,5,2013,21,2013-05-23
3,1452.0,1,0,0,0,5,2013,21,2013-05-22
2,0.0,0,0,0,0,5,2013,21,2013-05-21
1,0.0,0,0,1,0,5,2013,21,2013-05-20
7,0.0,0,0,0,0,5,2013,20,2013-05-19
6,2707.0,1,0,0,0,5,2013,20,2013-05-18
5,3241.0,1,1,0,0,5,2013,20,2013-05-17
4,2786.0,1,1,0,0,5,2013,20,2013-05-16
3,2727.0,1,1,0,0,5,2013,20,2013-05-15
2,2229.0,1,1,0,0,5,2013,20,2013-05-14
1,3509.0,1,1,0,0,5,2013,20,2013-05-13
7,0.0,0,0,0,0,5,2013,19,2013-05-12
6,7285.0,1,0,0,0,5,2013,19,2013-05-11
5,3432.0,1,0,0,0,5,2013,19,2013-05-10
4,0.0,0,0,1,0,5,2013,19,2013-05-09
3,17148.0,1,0,0,0,5,2013,19,2013-05-08
2,2641.0,1,0,0,0,5,2013,19,2013-05-07
1,1892.0,1,0,0,0,5,2013,19,2013-05-06
7,0.0,0,0,0,0,5,2013,18,2013-05-05
6,3781.0,1,0,0,0,5,2013,18,2013-05-04
5,3942.0,1,1,0,0,5,2013,18,2013-05-03
4,3067.0,1,1,0,0,5,2013,18,2013-05-02
3,0.0,0,1,1,0,5,2013,18,2013-05-01
2,4591.0,1,1,0,0,4,2013,18,2013-04-30
1,3051.0,1,1,0,0,4,2013,18,2013-04-29
7,0.0,0,0,0,0,4,2013,17,2013-04-28
6,3698.0,1,0,0,0,4,2013,17,2013-04-27
5,3184.0,1,1,0,0,4,2013,17,2013-04-26
4,11805.0,1,1,0,0,4,2013,17,2013-04-25
3,2333.0,1,1,0,0,4,2013,17,2013-04-24
2,2718.0,1,1,0,0,4,2013,17,2013-04-23
1,3334.0,1,1,0,0,4,2013,17,2013-04-22
7,0.0,0,0,0,0,4,2013,16,2013-04-21
6,6358.0,1,0,0,0,4,2013,16,2013-04-20
5,2240.0,1,0,0,0,4,2013,16,2013-04-19
4,1906.0,1,0,0,0,4,2013,16,2013-04-18
3,1292.0,1,0,0,0,4,2013,16,2013-04-17
2,2179.0,1,0,0,0,4,2013,16,2013-04-16
1,1816.0,1,0,0,0,4,2013,16,2013-04-15
7,0.0,0,0,0,0,4,2013,15,2013-04-14
6,3529.0,1,0,0,0,4,2013,15,2013-04-13
5,3334.0,1,1,0,0,4,2013,15,2013-04-12
4,3355.0,1,1,0,0,4,2013,15,2013-04-11
3,2438.0,1,1,0,0,4,2013,15,2013-04-10
2,4003.0,1,1,0,0,4,2013,15,2013-04-09
1,4604.0,1,1,0,0,4,2013,15,2013-04-08
7,0.0,0,0,0,0,4,2013,14,2013-04-07
6,3972.0,1,0,0,0,4,2013,14,2013-04-06
5,2238.0,1,0,0,1,4,2013,14,2013-04-05
4,2218.0,1,0,0,1,4,2013,14,2013-04-04
3,2317.0,1,0,0,1,4,2013,14,2013-04-03
2,3397.0,1,0,0,1,4,2013,14,2013-04-02
1,0.0,0,0,1,1,4,2013,14,2013-04-01
7,0.0,0,0,0,0,3,2013,13,2013-03-31
6,5667.0,1,0,0,0,3,2013,13,2013-03-30
5,0.0,0,1,1,1,3,2013,13,2013-03-29
4,7206.0,1,1,0,1,3,2013,13,2013-03-28
3,5841.0,1,1,0,1,3,2013,13,2013-03-27
2,2918.0,1,1,0,1,3,2013,13,2013-03-26
1,3766.0,1,1,0,1,3,2013,13,2013-03-25
7,0.0,0,0,0,0,3,2013,12,2013-03-24
6,3805.0,1,0,0,0,3,2013,12,2013-03-23
5,3131.0,1,1,0,1,3,2013,12,2013-03-22
4,2782.0,1,1,0,1,3,2013,12,2013-03-21
3,2681.0,1,1,0,1,3,2013,12,2013-03-20
2,4301.0,1,1,0,0,3,2013,12,2013-03-19
1,3226.0,1,1,0,0,3,2013,12,2013-03-18
7,0.0,0,0,0,0,3,2013,11,2013-03-17
6,3811.0,1,0,0,0,3,2013,11,2013-03-16
5,2928.0,1,0,0,0,3,2013,11,2013-03-15
4,2122.0,1,0,0,0,3,2013,11,2013-03-14
3,2115.0,1,0,0,0,3,2013,11,2013-03-13
2,1095.0,1,0,0,0,3,2013,11,2013-03-12
1,2304.0,1,0,0,0,3,2013,11,2013-03-11
7,0.0,0,0,0,0,3,2013,10,2013-03-10
6,4930.0,1,0,0,0,3,2013,10,2013-03-09
5,3350.0,1,1,0,0,3,2013,10,2013-03-08
4,2862.0,1,1,0,0,3,2013,10,2013-03-07
3,2814.0,1,1,0,0,3,2013,10,2013-03-06
2,2931.0,1,1,0,0,3,2013,10,2013-03-05
1,4271.0,1,1,0,0,3,2013,10,2013-03-04
7,0.0,0,0,0,0,3,2013,9,2013-03-03
6,3562.0,1,0,0,0,3,2013,9,2013-03-02
5,2809.0,1,0,0,0,3,2013,9,2013-03-01
4,2657.0,1,0,0,0,2,2013,9,2013-02-28
3,2099.0,1,0,0,0,2,2013,9,2013-02-27
2,2111.0,1,0,0,0,2,2013,9,2013-02-26
1,1538.0,1,0,0,0,2,2013,9,2013-02-25
7,0.0,0,0,0,0,2,2013,8,2013-02-24
6,3392.0,1,0,0,0,2,2013,8,2013-02-23
5,3310.0,1,1,0,0,2,2013,8,2013-02-22
4,2789.0,1,1,0,0,2,2013,8,2013-02-21
3,2902.0,1,1,0,0,2,2013,8,2013-02-20
2,2447.0,1,1,0,0,2,2013,8,2013-02-19
1,3033.0,1,1,0,0,2,2013,8,2013-02-18
7,0.0,0,0,0,0,2,2013,7,2013-02-17
6,3991.0,1,0,0,0,2,2013,7,2013-02-16
5,1746.0,1,0,0,0,2,2013,7,2013-02-15
4,2488.0,1,0,0,0,2,2013,7,2013-02-14
3,2390.0,1,0,0,0,2,2013,7,2013-02-13
2,1873.0,1,0,0,0,2,2013,7,2013-02-12
1,2310.0,1,0,0,0,2,2013,7,2013-02-11
7,0.0,0,0,0,0,2,2013,6,2013-02-10
6,3375.0,1,0,0,0,2,2013,6,2013-02-09
5,3422.0,1,1,0,0,2,2013,6,2013-02-08
4,3713.0,1,1,0,0,2,2013,6,2013-02-07
3,2303.0,1,1,0,0,2,2013,6,2013-02-06
2,2845.0,1,1,0,0,2,2013,6,2013-02-05
1,5025.0,1,1,0,0,2,2013,6,2013-02-04
7,0.0,0,0,0,0,2,2013,5,2013-02-03
6,4211.0,1,0,0,0,2,2013,5,2013-02-02
5,3432.0,1,0,0,0,2,2013,5,2013-02-01
4,2639.0,1,0,0,0,1,2013,5,2013-01-31
3,2566.0,1,0,0,0,1,2013,5,2013-01-30
2,1557.0,1,0,0,0,1,2013,5,2013-01-29
1,1836.0,1,0,0,0,1,2013,5,2013-01-28
7,0.0,0,0,0,0,1,2013,4,2013-01-27
6,3296.0,1,0,0,0,1,2013,4,2013-01-26
5,3679.0,1,1,0,0,1,2013,4,2013-01-25
4,2610.0,1,1,0,0,1,2013,4,2013-01-24
3,2753.0,1,1,0,0,1,2013,4,2013-01-23
2,2262.0,1,1,0,0,1,2013,4,2013-01-22
1,2165.0,1,1,0,0,1,2013,4,2013-01-21
7,0.0,0,0,0,0,1,2013,3,2013-01-20
6,3123.0,1,0,0,0,1,2013,3,2013-01-19
5,2534.0,1,0,0,0,1,2013,3,2013-01-18
4,2153.0,1,0,0,0,1,2013,3,2013-01-17
3,1917.0,1,0,0,0,1,2013,3,2013-01-16
2,1517.0,1,0,0,0,1,2013,3,2013-01-15
1,1714.0,1,0,0,0,1,2013,3,2013-01-14
7,0.0,0,0,0,0,1,2013,2,2013-01-13
6,2985.0,1,0,0,0,1,2013,2,2013-01-12
5,3073.0,1,1,0,0,1,2013,2,2013-01-11
4,2583.0,1,1,0,0,1,2013,2,2013-01-10
3,2399.0,1,1,0,0,1,2013,2,2013-01-09
2,2527.0,1,1,0,0,1,2013,2,2013-01-08
1,2522.0,1,1,0,0,1,2013,2,2013-01-07
7,0.0,0,0,0,0,1,2013,1,2013-01-06
6,2872.0,1,0,0,0,1,2013,1,2013-01-05
5,2348.0,1,0,0,1,1,2013,1,2013-01-04
4,2611.0,1,0,0,1,1,2013,1,2013-01-03
3,2581.0,1,0,0,1,1,2013,1,2013-01-02
2,0.0,0,0,1,1,1,2013,1,2013-01-01
